"Node_Id:ID(Node)",":LABEL","name","tokens","documentation","Project"
"0","Project","AndResGuard","AndResGuard","None"
"3274","Package","com.tinkerpatch.libres","com.tinkerpatch.libres","None"
"3275","Class","ExampleInstrumentedTest","ExampleInstrumentedTest","Instrumentation test, which will execute on an Android device"
"3276","Field","appContext","None","None"
"3277","Method","useAppContext","public void useAppContext() throws Exception {
    // Context of the app under test.
    Context appContext = InstrumentationRegistry.getTargetContext();

    assertEquals(""com.tinkerpatch.libres.test"", appContext.getPackageName());
  }","None"
"3278","Field","appContext","None","None"
"3279","Class","ExampleUnitTest","ExampleUnitTest","Example local unit test, which will execute on the development machine (host)"
"3280","Method","addition_isCorrect","public void addition_isCorrect() throws Exception {
    assertEquals(4, 2 + 2);
  }","None"
"3281","Class","ApplicationTest","ApplicationTest","<a href=""http: d.android.com tools testing testing_android.html"">Testing Fundamentals"
"3282","Class","ExampleUnitTest","ExampleUnitTest","To work on unit tests, switch the Test Artifact in the Build Variants view"
"3283","Method","addition_isCorrect","public void addition_isCorrect() throws Exception {
    assertEquals(4, 2 + 2);
  }","None"
"3284","Class","MainActivity","MainActivity","None"
"3285","Field","savedInstanceState","None","None"
"3286","Field","toolbar","None","None"
"3287","Field","fab","None","None"
"3288","Field","view","None","None"
"3289","Field","drawer","None","None"
"3290","Field","toggle","None","None"
"3291","Field","navigationView","None","None"
"3292","Field","drawer","None","None"
"3293","Field","menu","None","None"
"3294","Field","item","None","None"
"3295","Field","id","None","None"
"3296","Field","item","None","None"
"3297","Field","id","None","None"
"3298","Field","drawer","None","None"
"3299","Method","onCreate","protected void onCreate(Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    Fabric.with(this, new Crashlytics(), new CrashlyticsNdk());

    setContentView(R.layout.activity_main);
    Toolbar toolbar = (Toolbar) findViewById(R.id.toolbar);
    setSupportActionBar(toolbar);

    FloatingActionButton fab = (FloatingActionButton) findViewById(R.id.fab);
    fab.setOnClickListener(new View.OnClickListener() {
      @Override
      public void onClick(View view) {
        Snackbar.make(view, ""Replace with your own action"", Snackbar.LENGTH_LONG).setAction(""Action"", null).show();
      }
    });

    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    ActionBarDrawerToggle toggle = new ActionBarDrawerToggle(this,
        drawer,
        toolbar,
        R.string.navigation_drawer_open,
        R.string.navigation_drawer_close
    );
    drawer.setDrawerListener(toggle);
    toggle.syncState();

    NavigationView navigationView = (NavigationView) findViewById(R.id.nav_view);
    navigationView.setNavigationItemSelectedListener(this);
  }","None"
"3300","Field","savedInstanceState","None","None"
"3301","Field","toolbar","None","None"
"3302","Field","fab","None","None"
"3303","Field","view","None","None"
"3304","Field","drawer","None","None"
"3305","Field","toggle","None","None"
"3306","Field","navigationView","None","None"
"3307","Method","onClick","public void onClick(View view) {
        Snackbar.make(view, ""Replace with your own action"", Snackbar.LENGTH_LONG).setAction(""Action"", null).show();
      }","None"
"3308","Field","view","None","None"
"3309","Method","onBackPressed","public void onBackPressed() {
    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    if (drawer.isDrawerOpen(GravityCompat.START)) {
      drawer.closeDrawer(GravityCompat.START);
    } else {
      super.onBackPressed();
    }
  }","None"
"3310","Field","drawer","None","None"
"3311","Method","onCreateOptionsMenu","public boolean onCreateOptionsMenu(Menu menu) {
    // Inflate the menu; this adds items to the action bar if it is present.
    getMenuInflater().inflate(R.menu.main, menu);
    return true;
  }","None"
"3312","Field","menu","None","None"
"3313","Method","onOptionsItemSelected","public boolean onOptionsItemSelected(MenuItem item) {
    // Handle action bar item clicks here. The action bar will
    // automatically handle clicks on the Home/Up button, so long
    // as you specify a parent activity in AndroidManifest.xml.
    int id = item.getItemId();

    if (id == R.id.action_settings) {
      return true;
    }

    return super.onOptionsItemSelected(item);
  }","None"
"3314","Field","item","None","None"
"3315","Field","id","None","None"
"3316","Method","onNavigationItemSelected","public boolean onNavigationItemSelected(MenuItem item) {
    // Handle navigation view item clicks here.
    int id = item.getItemId();

    if (id == R.id.nav_camera) {
      // Handle the camera action
    } else if (id == R.id.nav_gallery) {

    } else if (id == R.id.nav_slideshow) {

    } else if (id == R.id.nav_manage) {

    } else if (id == R.id.nav_share) {

    } else if (id == R.id.nav_send) {

    }

    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    drawer.closeDrawer(GravityCompat.START);
    return true;
  }","None"
"3317","Field","item","None","None"
"3318","Field","id","None","None"
"3319","Field","drawer","None","None"
"3320","Class","ApplicationTest","ApplicationTest","<a href=""http: d.android.com tools testing testing_android.html"">Testing Fundamentals"
"3321","Class","ExampleUnitTest","ExampleUnitTest","To work on unit tests, switch the Test Artifact in the Build Variants view"
"3322","Method","addition_isCorrect","public void addition_isCorrect() throws Exception {
    assertEquals(4, 2 + 2);
  }","None"
"3323","Class","MainActivity","MainActivity","None"
"3324","Field","savedInstanceState","None","None"
"3325","Field","toolbar","None","None"
"3326","Field","fab","None","None"
"3327","Field","view","None","None"
"3328","Field","drawer","None","None"
"3329","Field","toggle","None","None"
"3330","Field","navigationView","None","None"
"3331","Field","drawer","None","None"
"3332","Field","menu","None","None"
"3333","Field","item","None","None"
"3334","Field","id","None","None"
"3335","Field","item","None","None"
"3336","Field","id","None","None"
"3337","Field","drawer","None","None"
"3338","Method","onCreate","protected void onCreate(Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    Fabric.with(this, new Crashlytics(), new CrashlyticsNdk());

    setContentView(R.layout.activity_main);
    Toolbar toolbar = (Toolbar) findViewById(R.id.toolbar);
    setSupportActionBar(toolbar);

    FloatingActionButton fab = (FloatingActionButton) findViewById(R.id.fab);
    fab.setOnClickListener(new View.OnClickListener() {
      @Override
      public void onClick(View view) {
        Snackbar.make(view, ""Replace with your own action"", Snackbar.LENGTH_LONG).setAction(""Action"", null).show();
      }
    });

    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    ActionBarDrawerToggle toggle = new ActionBarDrawerToggle(this,
        drawer,
        toolbar,
        R.string.navigation_drawer_open,
        R.string.navigation_drawer_close
    );
    drawer.setDrawerListener(toggle);
    toggle.syncState();

    NavigationView navigationView = (NavigationView) findViewById(R.id.nav_view);
    navigationView.setNavigationItemSelectedListener(this);
  }","None"
"3339","Field","savedInstanceState","None","None"
"3340","Field","toolbar","None","None"
"3341","Field","fab","None","None"
"3342","Field","view","None","None"
"3343","Field","drawer","None","None"
"3344","Field","toggle","None","None"
"3345","Field","navigationView","None","None"
"3346","Method","onClick","public void onClick(View view) {
        Snackbar.make(view, ""Replace with your own action"", Snackbar.LENGTH_LONG).setAction(""Action"", null).show();
      }","None"
"3347","Field","view","None","None"
"3348","Method","onBackPressed","public void onBackPressed() {
    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    if (drawer.isDrawerOpen(GravityCompat.START)) {
      drawer.closeDrawer(GravityCompat.START);
    } else {
      super.onBackPressed();
    }
  }","None"
"3349","Field","drawer","None","None"
"3350","Method","onCreateOptionsMenu","public boolean onCreateOptionsMenu(Menu menu) {
    // Inflate the menu; this adds items to the action bar if it is present.
    getMenuInflater().inflate(R.menu.main, menu);
    return true;
  }","None"
"3351","Field","menu","None","None"
"3352","Method","onOptionsItemSelected","public boolean onOptionsItemSelected(MenuItem item) {
    // Handle action bar item clicks here. The action bar will
    // automatically handle clicks on the Home/Up button, so long
    // as you specify a parent activity in AndroidManifest.xml.
    int id = item.getItemId();

    if (id == R.id.action_settings) {
      return true;
    }

    return super.onOptionsItemSelected(item);
  }","None"
"3353","Field","item","None","None"
"3354","Field","id","None","None"
"3355","Method","onNavigationItemSelected","public boolean onNavigationItemSelected(MenuItem item) {
    // Handle navigation view item clicks here.
    int id = item.getItemId();

    if (id == R.id.nav_camera) {
      // Handle the camera action
    } else if (id == R.id.nav_gallery) {

    } else if (id == R.id.nav_slideshow) {

    } else if (id == R.id.nav_manage) {

    } else if (id == R.id.nav_share) {

    } else if (id == R.id.nav_send) {

    }

    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    drawer.closeDrawer(GravityCompat.START);
    return true;
  }","None"
"3356","Field","item","None","None"
"3357","Field","id","None","None"
"3358","Field","drawer","None","None"
